COUNTRY,CITY,Size and Type,Price
Japan,Kobe,20OT New,6500
Japan,Nagoya,20OT New,6500
Japan,Osaka,20OT New,6500
Japan,Tokyo,20OT New,6500
Kazakhstan,Almaty,20OT New,6500
Kazakhstan,Tashkent,20OT New,6500
Kenya,Mombasa,20OT New,6500
Kenya,Nairobi,20OT New,6500
Malaysia,Penang,20OT New,6500
Malaysia,Port Kelang,20OT New,6500
Malaysia,Johar,20OT New,6500
Mexico,Altamira,20OT New,6500
Mexico,Manzanillo,20OT New,6500
Mexico,Mexico City,20OT New,6500
Mexico,Veracruz,20OT New,6500
Morocco,Casablanca,20OT New,6500
Netherlands,Rotterdam,20OT New,6500
New Zealand,Tauranga,20OT New,6500
New Zealand,Auckland,20OT New,6500
New Zealand,Tauranga,20OT New,6500
Oman,Sohar,20OT New,6500
Pakistan,Karachi,20OT New,6500
Peru,Callao,20OT New,6500
Philippines,Manila,20OT New,6500
Poland,Gdansk,20OT New,6500
Poland,Warsaw,20OT New,6500
Poland,Gdynia,20OT New,6500
Portugal,Leixoes,20OT New,6500
Portugal,Lisboa,20OT New,6500
Portugal,Leixoes,20OT New,6500
Portugal,Setubal,20OT New,6500
Republic of Ireland,Dublin,20OT New,6500
Romania,Constanta,20OT New,6500
Russia,Moscow,20OT New,6500
Russia,St Petersburg,20OT New,6500
Russia,Vladivostok,20OT New,6500
Russia,"Yekaterinburg, Sve",20OT New,6500
Saudi Arabia,Jeddah,20OT New,6500
Singapore,Singapore,20OT New,6500
South Africa,Durban,20OT New,6500
South Africa,Johannesburg,20OT New,6500
South Africa,Cape Town,20OT New,6500
South Africa,Port Elizabeth,20OT New,6500
South Korea,Busan,20OT New,6500
South Korea,Gwangyang,20OT New,6500
South Korea,Inchoen,20OT New,6500
South Korea,Seoul,20OT New,6500
Spain,Arquata Scrivia,20OT New,6500
Spain,Barcelona,20OT New,6500
Spain,Bilbao,20OT New,6500
Spain,Madrid,20OT New,6500
Spain,Valencia (Spain),20OT New,6500
Spain,Algeciras,20OT New,6500
Spain,Barcelona,20OT New,6500
Spain,Bilbao,20OT New,6500
Spain,Madrid,20OT New,6500
Spain,Valencia ,20OT New,6500
Sweden,Gothenburg,20OT New,6500
Sweden,Norrkoping,20OT New,6500
Switzerland,Basle,20OT New,6500
Taiwan,Kaohsiung,20OT New,6500
Taiwan,Keelung,20OT New,6500
Taiwan,Taichung,20OT New,6500
Tamil Nadu,Chennai,20OT New,6500
Thailand,Bangkok,20OT New,6500
Thailand,Laem Chabang,20OT New,6500
Turkey,Istanbul,20OT New,6500
Turkey,Mersin,20OT New,6500
Turkey,Gebze,20OT New,6500
Turkey,Mersin,20OT New,6500
United Arab Emirates,Dubai,20OT New,6500
United Arab Emirates,Jebel Ali,20OT New,6500
United Kingdom,Southampton,20OT New,6500
United Kingdom,Belfast,20OT New,6500
United Kingdom,Birmingham ,20OT New,6500
United Kingdom,Doncaster,20OT New,6500
United Kingdom,Glasgow,20OT New,6500
United Kingdom,Leeds,20OT New,6500
United Kingdom,Liverpool,20OT New,6500
United Kingdom,London,20OT New,6500
United States,"Atlanta, GA",20OT New,6500
United States,"Baltimore, MD",20OT New,6500
United States,"Boston, MA",20OT New,6500
United States,"Charleston, SC",20OT New,6500
United States,"Charlotte, NC",20OT New,6500
United States,"Chicago, IL",20OT New,6500
United States,"Cincinnati, OH",20OT New,6500
United States,"Cleveland, OH",20OT New,6500
United States,"Columbus, OH",20OT New,6500
United States,"Dallas, TX",20OT New,6500
United States,"Denver, CO",20OT New,6500
United States,"Detroit, MI",20OT New,6500
United States,"El Paso, TX",20OT New,6500
United States,Houston,20OT New,6500
United States,"Jacksonville, FL",20OT New,6500
United States,"Kansas City, KS",20OT New,6500
United States,"Long Beach, CA",20OT New,6500
United States,"Los Angeles, CA",20OT New,6500
United States,"Memphis, TN",20OT New,6500
United States,"Miami, FL",20OT New,6500
United States,"Minneapolis, MN",20OT New,6500
United States,"Mobile, AL",20OT New,6500
United States,"Nashville, TN",20OT New,6500
United States,"New Orleans, LA",20OT New,6500
United States,"New York, NY",20OT New,6500
United States,"Norfolk, VA",20OT New,6500
United States,"Oakland, CA",20OT New,6500
United States,"Omaha, NE",20OT New,6500
United States,"Phoenix, AZ",20OT New,6500
United States,"Salt Lake City, UT",20OT New,6500
United States,"Savannah, GA",20OT New,6500
United States,"Seattle, WA",20OT New,6500
United States,"Tampa, FL",20OT New,6500
United States,"Indianapolis, IN",20OT New,6500
Vietnam,Haiphong,20OT New,6500
Vietnam,Ho Chi Minh City,20OT New,6500
Australia,Adelaide,40HC OT New ,7500
Australia,Brisbane,40HC OT New ,7500
Australia,Fremantle,40HC OT New ,7500
Australia,Melbourne,40HC OT New ,7500
Australia,Sydney,40HC OT New ,7500
Austria,Vienna,40HC OT New ,7500
Bangladesh,Chittagong,40HC OT New ,7500
Belarus,Minsk,40HC OT New ,7500
Belgium,Antwerp,40HC OT New ,7500
Brazil,Santos,40HC OT New ,7500
Brazil,Paranagua,40HC OT New ,7500
Cambodia,Phnom Penh,40HC OT New ,7500
Canada,"Calgary, AB",40HC OT New ,7500
Canada,"Edmonton, AB",40HC OT New ,7500
Canada,"Halifax, NS",40HC OT New ,7500
Canada,"Montreal, QC",40HC OT New ,7500
Canada,"Toronto, ON",40HC OT New ,7500
Canada,"Vancouver, BC",40HC OT New ,7500
Canada,"Winnipeg, MB",40HC OT New ,7500
Chile,Santiago,40HC OT New ,7500
Chile,Valparaiso,40HC OT New ,7500
China,Dalian,40HC OT New ,7500
China,Fuzhou,40HC OT New ,7500
China,Guangzhou,40HC OT New ,7500
China,Hong Kong,40HC OT New ,7500
China,Huangpu,40HC OT New ,7500
China,Lianyungang,40HC OT New ,7500
China,Nansha,40HC OT New ,7500
China,Qingdao,40HC OT New ,7500
China,Shanghai,40HC OT New ,7500
China,Shekou,40HC OT New ,7500
China,Shenzhen,40HC OT New ,7500
China,Tianjin,40HC OT New ,7500
China,Xiamen,40HC OT New ,7500
China,Ningbo,40HC OT New ,7500
China,Chengdu,40HC OT New ,7500
China,Hong Kong,40HC OT New ,7500
China,Huangpu,40HC OT New ,7500
China,Nanjing,40HC OT New ,7500
China,Yantian,40HC OT New ,7500
Costa Rica,Limon,40HC OT New ,7500
Denmark,Aarhus,40HC OT New ,7500
Denmark,Copenhagen,40HC OT New ,7500
England,Leeds,40HC OT New ,7500
England,London,40HC OT New ,7500
Estonia,Tallin,40HC OT New ,7500
Finland,Helsinki,40HC OT New ,7500
Finland,Kotka,40HC OT New ,7500
Finland,Rauma,40HC OT New ,7500
France,Dunkerque,40HC OT New ,7500
France,Fos Sur Mer,40HC OT New ,7500
France,Le Havre,40HC OT New ,7500
France,Lyon,40HC OT New ,7500
France,Marseille,40HC OT New ,7500
France,Rouen,40HC OT New ,7500
France,Bordeaux,40HC OT New ,7500
France,Marseille,40HC OT New ,7500
Georgia,Poti,40HC OT New ,7500
Germany,Bremen,40HC OT New ,7500
Germany,Duisburg,40HC OT New ,7500
Germany,Hamburg,40HC OT New ,7500
Germany,Mannheim,40HC OT New ,7500
Germany,Ludwigshafen,40HC OT New ,7500
Germany,Munich,40HC OT New ,7500
Greece,Piraeus,40HC OT New ,7500
Hungary,Budapest,40HC OT New ,7500
India,Delhi,40HC OT New ,7500
India,Kolkata(Calcutta),40HC OT New ,7500
India,Mundra,40HC OT New ,7500
India,Nhava Sheva,40HC OT New ,7500
India,Chennai,40HC OT New ,7500
India,Kolkata(Calcutta),40HC OT New ,7500
India,Mumbai,40HC OT New ,7500
India,Mundra,40HC OT New ,7500
India,New Delhi ,40HC OT New ,7500
India,Tuticorin,40HC OT New ,7500
Indonesia,Belawan,40HC OT New ,7500
Indonesia,Jakarta,40HC OT New ,7500
Indonesia,Semarang,40HC OT New ,7500
Indonesia,Surabaya,40HC OT New ,7500
Israel,Ashdod,40HC OT New ,7500
Italy,Genoa,40HC OT New ,7500
Italy,La Spezia,40HC OT New ,7500
Italy,Livorno,40HC OT New ,7500
Italy,Milan,40HC OT New ,7500
Italy,Modena,40HC OT New ,7500
Italy,Padova,40HC OT New ,7500
Italy,Trieste,40HC OT New ,7500
Italy,Venice,40HC OT New ,7500
Japan,Kobe,40HC OT New ,7500
Japan,Yokohama,40HC OT New ,7500
Japan,Hakata,40HC OT New ,7500
Japan,Kobe,40HC OT New ,7500
Japan,Nagoya,40HC OT New ,7500
Japan,Osaka,40HC OT New ,7500
Japan,Tokyo,40HC OT New ,7500
Kazakhstan,Almaty,40HC OT New ,7500
Kazakhstan,Tashkent,40HC OT New ,7500
Kenya,Mombasa,40HC OT New ,7500
Kenya,Nairobi,40HC OT New ,7500
Malaysia,Penang,40HC OT New ,7500
Malaysia,Port Kelang,40HC OT New ,7500
Malaysia,Johar,40HC OT New ,7500
Mexico,Altamira,40HC OT New ,7500
Mexico,Manzanillo,40HC OT New ,7500
Mexico,Mexico City,40HC OT New ,7500
Mexico,Veracruz,40HC OT New ,7500
Morocco,Casablanca,40HC OT New ,7500
Netherlands,Rotterdam,40HC OT New ,7500
New Zealand,Tauranga,40HC OT New ,7500
New Zealand,Auckland,40HC OT New ,7500
New Zealand,Tauranga,40HC OT New ,7500
Oman,Sohar,40HC OT New ,7500
Pakistan,Karachi,40HC OT New ,7500
Peru,Callao,40HC OT New ,7500
Philippines,Manila,40HC OT New ,7500
Poland,Gdansk,40HC OT New ,7500
Poland,Warsaw,40HC OT New ,7500
Poland,Gdynia,40HC OT New ,7500
Portugal,Leixoes,40HC OT New ,7500
Portugal,Lisboa,40HC OT New ,7500
Portugal,Leixoes,40HC OT New ,7500
Portugal,Setubal,40HC OT New ,7500
Republic of Ireland,Dublin,40HC OT New ,7500
Romania,Constanta,40HC OT New ,7500
Russia,Moscow,40HC OT New ,7500
Russia,St Petersburg,40HC OT New ,7500
Russia,Vladivostok,40HC OT New ,7500
Russia,"Yekaterinburg, Sve",40HC OT New ,7500
Saudi Arabia,Jeddah,40HC OT New ,7500
Singapore,Singapore,40HC OT New ,7500
South Africa,Durban,40HC OT New ,7500
South Africa,Johannesburg,40HC OT New ,7500
South Africa,Cape Town,40HC OT New ,7500
South Africa,Port Elizabeth,40HC OT New ,7500
South Korea,Busan,40HC OT New ,7500
South Korea,Gwangyang,40HC OT New ,7500
South Korea,Inchoen,40HC OT New ,7500
South Korea,Seoul,40HC OT New ,7500
Spain,Arquata Scrivia,40HC OT New ,7500
Spain,Barcelona,40HC OT New ,7500
Spain,Bilbao,40HC OT New ,7500
Spain,Madrid,40HC OT New ,7500
Spain,Valencia (Spain),40HC OT New ,7500
Spain,Algeciras,40HC OT New ,7500
Spain,Barcelona,40HC OT New ,7500
Spain,Bilbao,40HC OT New ,7500
Spain,Madrid,40HC OT New ,7500
Spain,Valencia ,40HC OT New ,7500
Sweden,Gothenburg,40HC OT New ,7500
Sweden,Norrkoping,40HC OT New ,7500
Switzerland,Basle,40HC OT New ,7500
Taiwan,Kaohsiung,40HC OT New ,7500
Taiwan,Keelung,40HC OT New ,7500
Taiwan,Taichung,40HC OT New ,7500
Tamil Nadu,Chennai,40HC OT New ,7500
Thailand,Bangkok,40HC OT New ,7500
Thailand,Laem Chabang,40HC OT New ,7500
Turkey,Istanbul,40HC OT New ,7500
Turkey,Mersin,40HC OT New ,7500
Turkey,Gebze,40HC OT New ,7500
Turkey,Mersin,40HC OT New ,7500
United Arab Emirates,Dubai,40HC OT New ,7500
United Arab Emirates,Jebel Ali,40HC OT New ,7500
United Kingdom,Southampton,40HC OT New ,7500
United Kingdom,Belfast,40HC OT New ,7500
United Kingdom,Birmingham ,40HC OT New ,7500
United Kingdom,Doncaster,40HC OT New ,7500
United Kingdom,Glasgow,40HC OT New ,7500
United Kingdom,Leeds,40HC OT New ,7500
United Kingdom,Liverpool,40HC OT New ,7500
United Kingdom,London,40HC OT New ,7500
United States,"Atlanta, GA",40HC OT New ,7500
United States,"Baltimore, MD",40HC OT New ,7500
United States,"Boston, MA",40HC OT New ,7500
United States,"Charleston, SC",40HC OT New ,7500
United States,"Charlotte, NC",40HC OT New ,7500
United States,"Chicago, IL",40HC OT New ,7500
United States,"Cincinnati, OH",40HC OT New ,7500
United States,"Cleveland, OH",40HC OT New ,7500
United States,"Columbus, OH",40HC OT New ,7500
United States,"Dallas, TX",40HC OT New ,7500
United States,"Denver, CO",40HC OT New ,7500
United States,"Detroit, MI",40HC OT New ,7500
United States,"El Paso, TX",40HC OT New ,7500
United States,Houston,40HC OT New ,7500
United States,"Jacksonville, FL",40HC OT New ,7500
United States,"Kansas City, KS",40HC OT New ,7500
United States,"Long Beach, CA",40HC OT New ,7500
United States,"Los Angeles, CA",40HC OT New ,7500
United States,"Memphis, TN",40HC OT New ,7500
United States,"Miami, FL",40HC OT New ,7500
United States,"Minneapolis, MN",40HC OT New ,7500
United States,"Mobile, AL",40HC OT New ,7500
United States,"Nashville, TN",40HC OT New ,7500
United States,"New Orleans, LA",40HC OT New ,7500
United States,"New York, NY",40HC OT New ,7500
United States,"Norfolk, VA",40HC OT New ,7500
United States,"Oakland, CA",40HC OT New ,7500
United States,"Omaha, NE",40HC OT New ,7500
United States,"Phoenix, AZ",40HC OT New ,7500
United States,"Salt Lake City, UT",40HC OT New ,7500
United States,"Savannah, GA",40HC OT New ,7500
United States,"Seattle, WA",40HC OT New ,7500
United States,"Tampa, FL",40HC OT New ,7500
United States,"Indianapolis, IN",40HC OT New ,7500
Vietnam,Haiphong,40HC OT New ,7500
Vietnam,Ho Chi Minh City,40HC OT New ,7500
Australia,Adelaide,20OT Cw ,3250
Australia,Brisbane,20OT Cw ,3250
Australia,Fremantle,20OT Cw ,3250
Australia,Melbourne,20OT Cw ,3250
Australia,Sydney,20OT Cw ,3250
Austria,Vienna,20OT Cw ,3250
Bangladesh,Chittagong,20OT Cw ,3250
Belarus,Minsk,20OT Cw ,3250
Belgium,Antwerp,20OT Cw ,3250
Brazil,Santos,20OT Cw ,3250
Brazil,Paranagua,20OT Cw ,3250
Cambodia,Phnom Penh,20OT Cw ,3250
Canada,"Calgary, AB",20OT Cw ,3250
Canada,"Edmonton, AB",20OT Cw ,3250
Canada,"Halifax, NS",20OT Cw ,3250
Canada,"Montreal, QC",20OT Cw ,3250
Canada,"Toronto, ON",20OT Cw ,3250
Canada,"Vancouver, BC",20OT Cw ,3250
Canada,"Winnipeg, MB",20OT Cw ,3250
Chile,Santiago,20OT Cw ,3250
Chile,Valparaiso,20OT Cw ,3250
China,Dalian,20OT Cw ,3250
China,Fuzhou,20OT Cw ,3250
China,Guangzhou,20OT Cw ,3250
China,Hong Kong,20OT Cw ,3250
China,Huangpu,20OT Cw ,3250
China,Lianyungang,20OT Cw ,3250
China,Nansha,20OT Cw ,3250
China,Qingdao,20OT Cw ,3250
China,Shanghai,20OT Cw ,3250
China,Shekou,20OT Cw ,3250
China,Shenzhen,20OT Cw ,3250
China,Tianjin,20OT Cw ,3250
China,Xiamen,20OT Cw ,3250
China,Ningbo,20OT Cw ,3250
China,Chengdu,20OT Cw ,3250
China,Hong Kong,20OT Cw ,3250
China,Huangpu,20OT Cw ,3250
China,Nanjing,20OT Cw ,3250
China,Yantian,20OT Cw ,3250
Costa Rica,Limon,20OT Cw ,3250
Denmark,Aarhus,20OT Cw ,3250
Denmark,Copenhagen,20OT Cw ,3250
England,Leeds,20OT Cw ,3250
England,London,20OT Cw ,3250
Estonia,Tallin,20OT Cw ,3250
Finland,Helsinki,20OT Cw ,3250
Finland,Kotka,20OT Cw ,3250
Finland,Rauma,20OT Cw ,3250
France,Dunkerque,20OT Cw ,3250
France,Fos Sur Mer,20OT Cw ,3250
France,Le Havre,20OT Cw ,3250
France,Lyon,20OT Cw ,3250
France,Marseille,20OT Cw ,3250
France,Rouen,20OT Cw ,3250
France,Bordeaux,20OT Cw ,3250
France,Marseille,20OT Cw ,3250
Georgia,Poti,20OT Cw ,3250
Germany,Bremen,20OT Cw ,3250
Germany,Duisburg,20OT Cw ,3250
Germany,Hamburg,20OT Cw ,3250
Germany,Mannheim,20OT Cw ,3250
Germany,Ludwigshafen,20OT Cw ,3250
Germany,Munich,20OT Cw ,3250
Greece,Piraeus,20OT Cw ,3250
Hungary,Budapest,20OT Cw ,3250
India,Delhi,20OT Cw ,3250
India,Kolkata(Calcutta),20OT Cw ,3250
India,Mundra,20OT Cw ,3250
India,Nhava Sheva,20OT Cw ,3250
India,Chennai,20OT Cw ,3250
India,Kolkata(Calcutta),20OT Cw ,3250
India,Mumbai,20OT Cw ,3250
India,Mundra,20OT Cw ,3250
India,New Delhi ,20OT Cw ,3250
India,Tuticorin,20OT Cw ,3250
Indonesia,Belawan,20OT Cw ,3250
Indonesia,Jakarta,20OT Cw ,3250
Indonesia,Semarang,20OT Cw ,3250
Indonesia,Surabaya,20OT Cw ,3250
Israel,Ashdod,20OT Cw ,3250
Italy,Genoa,20OT Cw ,3250
Italy,La Spezia,20OT Cw ,3250
Italy,Livorno,20OT Cw ,3250
Italy,Milan,20OT Cw ,3250
Italy,Modena,20OT Cw ,3250
Italy,Padova,20OT Cw ,3250
Italy,Trieste,20OT Cw ,3250
Italy,Venice,20OT Cw ,3250
Japan,Kobe,20OT Cw ,3250
Japan,Yokohama,20OT Cw ,3250
Japan,Hakata,20OT Cw ,3250
Japan,Kobe,20OT Cw ,3250
Japan,Nagoya,20OT Cw ,3250
Japan,Osaka,20OT Cw ,3250
Japan,Tokyo,20OT Cw ,3250
Kazakhstan,Almaty,20OT Cw ,3250
Kazakhstan,Tashkent,20OT Cw ,3250
Kenya,Mombasa,20OT Cw ,3250
Kenya,Nairobi,20OT Cw ,3250
Malaysia,Penang,20OT Cw ,3250
Malaysia,Port Kelang,20OT Cw ,3250
Malaysia,Johar,20OT Cw ,3250
Mexico,Altamira,20OT Cw ,3250
Mexico,Manzanillo,20OT Cw ,3250
Mexico,Mexico City,20OT Cw ,3250
Mexico,Veracruz,20OT Cw ,3250
Morocco,Casablanca,20OT Cw ,3250
Netherlands,Rotterdam,20OT Cw ,3250
New Zealand,Tauranga,20OT Cw ,3250
New Zealand,Auckland,20OT Cw ,3250
New Zealand,Tauranga,20OT Cw ,3250
Oman,Sohar,20OT Cw ,3250
Pakistan,Karachi,20OT Cw ,3250
Peru,Callao,20OT Cw ,3250
Philippines,Manila,20OT Cw ,3250
Poland,Gdansk,20OT Cw ,3250
Poland,Warsaw,20OT Cw ,3250
Poland,Gdynia,20OT Cw ,3250
Portugal,Leixoes,20OT Cw ,3250
Portugal,Lisboa,20OT Cw ,3250
Portugal,Leixoes,20OT Cw ,3250
Portugal,Setubal,20OT Cw ,3250
Republic of Ireland,Dublin,20OT Cw ,3250
Romania,Constanta,20OT Cw ,3250
Russia,Moscow,20OT Cw ,3250
Russia,St Petersburg,20OT Cw ,3250
Russia,Vladivostok,20OT Cw ,3250
Russia,"Yekaterinburg, Sve",20OT Cw ,3250
Saudi Arabia,Jeddah,20OT Cw ,3250
Singapore,Singapore,20OT Cw ,3250
South Africa,Durban,20OT Cw ,3250
South Africa,Johannesburg,20OT Cw ,3250
South Africa,Cape Town,20OT Cw ,3250
South Africa,Port Elizabeth,20OT Cw ,3250
South Korea,Busan,20OT Cw ,3250
South Korea,Gwangyang,20OT Cw ,3250
South Korea,Inchoen,20OT Cw ,3250
South Korea,Seoul,20OT Cw ,3250
Spain,Arquata Scrivia,20OT Cw ,3250
Spain,Barcelona,20OT Cw ,3250
Spain,Bilbao,20OT Cw ,3250
Spain,Madrid,20OT Cw ,3250
Spain,Valencia (Spain),20OT Cw ,3250
Spain,Algeciras,20OT Cw ,3250
Spain,Barcelona,20OT Cw ,3250
Spain,Bilbao,20OT Cw ,3250
Spain,Madrid,20OT Cw ,3250
Spain,Valencia ,20OT Cw ,3250
Sweden,Gothenburg,20OT Cw ,3250
Sweden,Norrkoping,20OT Cw ,3250
Switzerland,Basle,20OT Cw ,3250
Taiwan,Kaohsiung,20OT Cw ,3250
Taiwan,Keelung,20OT Cw ,3250
Taiwan,Taichung,20OT Cw ,3250
Tamil Nadu,Chennai,20OT Cw ,3250
Thailand,Bangkok,20OT Cw ,3250
Thailand,Laem Chabang,20OT Cw ,3250
Turkey,Istanbul,20OT Cw ,3250
Turkey,Mersin,20OT Cw ,3250
Turkey,Gebze,20OT Cw ,3250
Turkey,Mersin,20OT Cw ,3250
United Arab Emirates,Dubai,20OT Cw ,3250
United Arab Emirates,Jebel Ali,20OT Cw ,3250
United Kingdom,Southampton,20OT Cw ,3250
United Kingdom,Belfast,20OT Cw ,3250
United Kingdom,Birmingham ,20OT Cw ,3250
United Kingdom,Doncaster,20OT Cw ,3250
United Kingdom,Glasgow,20OT Cw ,3250
United Kingdom,Leeds,20OT Cw ,3250
United Kingdom,Liverpool,20OT Cw ,3250
United Kingdom,London,20OT Cw ,3250
United States,"Atlanta, GA",20OT Cw ,3250
United States,"Baltimore, MD",20OT Cw ,3250
United States,"Boston, MA",20OT Cw ,3250
United States,"Charleston, SC",20OT Cw ,3250
United States,"Charlotte, NC",20OT Cw ,3250
United States,"Chicago, IL",20OT Cw ,3250
United States,"Cincinnati, OH",20OT Cw ,3250
United States,"Cleveland, OH",20OT Cw ,3250
United States,"Columbus, OH",20OT Cw ,3250
United States,"Dallas, TX",20OT Cw ,3250
United States,"Denver, CO",20OT Cw ,3250
United States,"Detroit, MI",20OT Cw ,3250
United States,"El Paso, TX",20OT Cw ,3250
United States,Houston,20OT Cw ,3250
United States,"Jacksonville, FL",20OT Cw ,3250
United States,"Kansas City, KS",20OT Cw ,3250
United States,"Long Beach, CA",20OT Cw ,3250
United States,"Los Angeles, CA",20OT Cw ,3250
United States,"Memphis, TN",20OT Cw ,3250
United States,"Miami, FL",20OT Cw ,3250
United States,"Minneapolis, MN",20OT Cw ,3250
United States,"Mobile, AL",20OT Cw ,3250
United States,"Nashville, TN",20OT Cw ,3250
United States,"New Orleans, LA",20OT Cw ,3250
United States,"New York, NY",20OT Cw ,3250
United States,"Norfolk, VA",20OT Cw ,3250
United States,"Oakland, CA",20OT Cw ,3250
United States,"Omaha, NE",20OT Cw ,3250
United States,"Phoenix, AZ",20OT Cw ,3250
United States,"Salt Lake City, UT",20OT Cw ,3250
United States,"Savannah, GA",20OT Cw ,3250
United States,"Seattle, WA",20OT Cw ,3250
United States,"Tampa, FL",20OT Cw ,3250
United States,"Indianapolis, IN",20OT Cw ,3250
Vietnam,Haiphong,20OT Cw ,3250
Vietnam,Ho Chi Minh City,20OT Cw ,3250
Australia,Adelaide,40HC OT Cw,5000
Australia,Brisbane,40HC OT Cw,5000
Australia,Fremantle,40HC OT Cw,5000
Australia,Melbourne,40HC OT Cw,5000
Australia,Sydney,40HC OT Cw,5000
Austria,Vienna,40HC OT Cw,5000
Bangladesh,Chittagong,40HC OT Cw,5000
Belarus,Minsk,40HC OT Cw,5000
Belgium,Antwerp,40HC OT Cw,5000
Brazil,Santos,40HC OT Cw,5000
Brazil,Paranagua,40HC OT Cw,5000
Cambodia,Phnom Penh,40HC OT Cw,5000
Canada,"Calgary, AB",40HC OT Cw,5000
Canada,"Edmonton, AB",40HC OT Cw,5000
Canada,"Halifax, NS",40HC OT Cw,5000
Canada,"Montreal, QC",40HC OT Cw,5000
Canada,"Toronto, ON",40HC OT Cw,5000
Canada,"Vancouver, BC",40HC OT Cw,5000
Canada,"Winnipeg, MB",40HC OT Cw,5000
Chile,Santiago,40HC OT Cw,5000
Chile,Valparaiso,40HC OT Cw,5000
China,Dalian,40HC OT Cw,5000
China,Fuzhou,40HC OT Cw,5000
China,Guangzhou,40HC OT Cw,5000
China,Hong Kong,40HC OT Cw,5000
China,Huangpu,40HC OT Cw,5000
China,Lianyungang,40HC OT Cw,5000
China,Nansha,40HC OT Cw,5000
China,Qingdao,40HC OT Cw,5000
China,Shanghai,40HC OT Cw,5000
China,Shekou,40HC OT Cw,5000
China,Shenzhen,40HC OT Cw,5000
China,Tianjin,40HC OT Cw,5000
China,Xiamen,40HC OT Cw,5000
China,Ningbo,40HC OT Cw,5000
China,Chengdu,40HC OT Cw,5000
China,Hong Kong,40HC OT Cw,5000
China,Huangpu,40HC OT Cw,5000
China,Nanjing,40HC OT Cw,5000
China,Yantian,40HC OT Cw,5000
Costa Rica,Limon,40HC OT Cw,5000
Denmark,Aarhus,40HC OT Cw,5000
Denmark,Copenhagen,40HC OT Cw,5000
England,Leeds,40HC OT Cw,5000
England,London,40HC OT Cw,5000
Estonia,Tallin,40HC OT Cw,5000
Finland,Helsinki,40HC OT Cw,5000
Finland,Kotka,40HC OT Cw,5000
Finland,Rauma,40HC OT Cw,5000
France,Dunkerque,40HC OT Cw,5000
France,Fos Sur Mer,40HC OT Cw,5000
France,Le Havre,40HC OT Cw,5000
France,Lyon,40HC OT Cw,5000
France,Marseille,40HC OT Cw,5000
France,Rouen,40HC OT Cw,5000
France,Bordeaux,40HC OT Cw,5000
France,Marseille,40HC OT Cw,5000
Georgia,Poti,40HC OT Cw,5000
Germany,Bremen,40HC OT Cw,5000
Germany,Duisburg,40HC OT Cw,5000
Germany,Hamburg,40HC OT Cw,5000
Germany,Mannheim,40HC OT Cw,5000
Germany,Ludwigshafen,40HC OT Cw,5000
Germany,Munich,40HC OT Cw,5000
Greece,Piraeus,40HC OT Cw,5000
Hungary,Budapest,40HC OT Cw,5000
India,Delhi,40HC OT Cw,5000
India,Kolkata(Calcutta),40HC OT Cw,5000
India,Mundra,40HC OT Cw,5000
India,Nhava Sheva,40HC OT Cw,5000
India,Chennai,40HC OT Cw,5000
India,Kolkata(Calcutta),40HC OT Cw,5000
India,Mumbai,40HC OT Cw,5000
India,Mundra,40HC OT Cw,5000
India,New Delhi ,40HC OT Cw,5000
India,Tuticorin,40HC OT Cw,5000
Indonesia,Belawan,40HC OT Cw,5000
Indonesia,Jakarta,40HC OT Cw,5000
Indonesia,Semarang,40HC OT Cw,5000
Indonesia,Surabaya,40HC OT Cw,5000
Israel,Ashdod,40HC OT Cw,5000
Italy,Genoa,40HC OT Cw,5000
Italy,La Spezia,40HC OT Cw,5000
Italy,Livorno,40HC OT Cw,5000
Italy,Milan,40HC OT Cw,5000
Italy,Modena,40HC OT Cw,5000
Italy,Padova,40HC OT Cw,5000
Italy,Trieste,40HC OT Cw,5000
Italy,Venice,40HC OT Cw,5000
Japan,Kobe,40HC OT Cw,5000
Japan,Yokohama,40HC OT Cw,5000
Japan,Hakata,40HC OT Cw,5000
Japan,Kobe,40HC OT Cw,5000
Japan,Nagoya,40HC OT Cw,5000
Japan,Osaka,40HC OT Cw,5000
Japan,Tokyo,40HC OT Cw,5000
Kazakhstan,Almaty,40HC OT Cw,5000
Kazakhstan,Tashkent,40HC OT Cw,5000
Kenya,Mombasa,40HC OT Cw,5000
Kenya,Nairobi,40HC OT Cw,5000
Malaysia,Penang,40HC OT Cw,5000
Malaysia,Port Kelang,40HC OT Cw,5000
Malaysia,Johar,40HC OT Cw,5000
Mexico,Altamira,40HC OT Cw,5000
Mexico,Manzanillo,40HC OT Cw,5000
Mexico,Mexico City,40HC OT Cw,5000
Mexico,Veracruz,40HC OT Cw,5000
Morocco,Casablanca,40HC OT Cw,5000
Netherlands,Rotterdam,40HC OT Cw,5000
New Zealand,Tauranga,40HC OT Cw,5000
New Zealand,Auckland,40HC OT Cw,5000
New Zealand,Tauranga,40HC OT Cw,5000
Oman,Sohar,40HC OT Cw,5000
Pakistan,Karachi,40HC OT Cw,5000
Peru,Callao,40HC OT Cw,5000
Philippines,Manila,40HC OT Cw,5000
Poland,Gdansk,40HC OT Cw,5000
Poland,Warsaw,40HC OT Cw,5000
Poland,Gdynia,40HC OT Cw,5000
Portugal,Leixoes,40HC OT Cw,5000
Portugal,Lisboa,40HC OT Cw,5000
